sentence,relation,head,head_offset,head_type,tail,tail_offset,tail_type
"集装箱船的中部0.4L区域内的强力甲板、舷顶列板及抗扭箱形结构所用的材料级别,在整个货舱区域内应保持不变",属性,强力甲板,15,施工,材料级别,34,属性
"集装箱船的中部0.4L区域内的强力甲板、舷顶列板及抗扭箱形结构所用的材料级别,在整个货舱区域内应保持不变",属性,舷顶列板,20,施工,材料级别,34,属性
"集装箱船的中部0.4L区域内的强力甲板、舷顶列板及抗扭箱形结构所用的材料级别,在整个货舱区域内应保持不变",属性,抗扭箱形结构,25,施工,材料级别,34,属性
"在具有尾楼的液货船上,尾楼前的强力甲板向前延伸至任何泵舱开口的周围,其材质应保持一致",包含,液货船,6,建筑,强力甲板,15,施工
"在具有尾楼的液货船上,尾楼前的强力甲板向前延伸至任何泵舱开口的周围,其材质应保持一致",连接,强力甲板,15,施工,泵舱,26,空间
"在具有尾楼的液货船上,尾楼前的强力甲板向前延伸至任何泵舱开口的周围,其材质应保持一致",包含,泵舱,26,空间,开口,28,施工
"在具有尾楼的液货船上,尾楼前的强力甲板向前延伸至任何泵舱开口的周围,其材质应保持一致",属性,强力甲板,15,施工,材质,35,施工
"在船体结构为T型或十字型接头,且使用全焊透焊接处和板材在板厚方向承受重大拉应力的构件,建议采用具有全厚度特性的Z向钢钢板",定义,船体结构,1,施工,T型,6,施工
"在船体结构为T型或十字型接头,且使用全焊透焊接处和板材在板厚方向承受重大拉应力的构件,建议采用具有全厚度特性的Z向钢钢板",定义,船体结构,1,施工,十字型接头,9,施工
"在船体结构为T型或十字型接头,且使用全焊透焊接处和板材在板厚方向承受重大拉应力的构件,建议采用具有全厚度特性的Z向钢钢板",包含,船体结构,1,施工,构件,40,施工
"在船体结构为T型或十字型接头,且使用全焊透焊接处和板材在板厚方向承受重大拉应力的构件,建议采用具有全厚度特性的Z向钢钢板",制约,构件,40,施工,Z向钢钢板,55,施工
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",包含,钢质船,0,建筑,上层建筑,5,建筑
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",包含,钢质船,0,建筑,甲板室,10,空间
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",包含,钢质船,0,建筑,舱口盖,14,施工
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",制约,上层建筑,5,建筑,铝合金材料,26,施工
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",制约,甲板室,10,空间,铝合金材料,26,施工
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",制约,舱口盖,14,施工,铝合金材料,26,施工
"钢质船上的上层建筑、甲板室和舱口盖等类似结构,可使用铝合金材料等效代替本规范要求的船体结构钢",制约,铝合金材料,26,施工,船体结构钢,41,施工
使用的铝合金材料的化学成分和力学性能应符合CCS«材料与焊接规范»第1篇第8章的有关规定,属性,铝合金材料,3,施工,化学成分,9,属性
使用的铝合金材料的化学成分和力学性能应符合CCS«材料与焊接规范»第1篇第8章的有关规定,属性,铝合金材料,3,施工,力学性能,14,属性
使用的铝合金材料的化学成分和力学性能应符合CCS«材料与焊接规范»第1篇第8章的有关规定,制约,化学成分,9,属性,材料与焊接规范,25,成果
使用的铝合金材料的化学成分和力学性能应符合CCS«材料与焊接规范»第1篇第8章的有关规定,制约,力学性能,14,属性,材料与焊接规范,25,成果
铝合金的焊接工艺应经认可,属性,铝合金,0,施工,焊接工艺,4,属性
铝合金的焊接工艺应经认可,制约,焊接工艺,4,属性,认可,10,进程
铝合金与钢材之间的连接方法以及有关防腐蚀措施的资料应提交CCS审查,连接,铝合金,0,施工,钢材,4,施工
铝合金与钢材之间的连接方法以及有关防腐蚀措施的资料应提交CCS审查,制约,铝合金,0,施工,审查,31,进程
"油船及化学品船的液货舱等结构,可使用不锈钢等效代替本规范要求的船体结构钢",包含,油船,0,建筑,液货舱,8,建筑
"油船及化学品船的液货舱等结构,可使用不锈钢等效代替本规范要求的船体结构钢",包含,化学品船,3,建筑,液货舱,8,建筑
"油船及化学品船的液货舱等结构,可使用不锈钢等效代替本规范要求的船体结构钢",制约,液货舱,8,建筑,不锈钢,18,施工
"油船及化学品船的液货舱等结构,可使用不锈钢等效代替本规范要求的船体结构钢",制约,不锈钢,18,施工,船体结构钢,31,施工
本节规定适用于一般船体结构和构件的焊缝设计,制约,本节,0,成果,船体结构,9,施工
本节规定适用于一般船体结构和构件的焊缝设计,制约,本节,0,成果,焊缝设计,17,施工
船体结构的焊接工艺应符合CCS«材料与焊接规范»的有关规定,属性,船体结构,0,施工,焊接工艺,5,属性
船体结构的焊接工艺应符合CCS«材料与焊接规范»的有关规定,制约,焊接工艺,5,属性,材料与焊接规范,16,成果
船体结构的焊缝布置应考虑到便于焊工施焊,属性,船体结构,0,施工,焊缝布置,5,施工
船体结构的焊缝布置应考虑到便于焊工施焊,制约,焊缝布置,5,施工,施焊,17,成果
施焊时焊缝位置尽可能采用平焊,制约,焊缝位置,3,施工,平焊,12,成果
船体各种焊接结构应避免将焊缝布置于应力集中区域,制约,焊缝,12,施工,应力集中区域,17,空间
"在结构剖面突变之处应有足够的过渡区域,尽量避免焊缝过分地集中",制约,结构剖面,1,进程,过渡区域,14,空间
船体主要结构中的平行焊缝应保持一定的距离,包含,船体,0,建筑,主要结构,2,施工
船体主要结构中的平行焊缝应保持一定的距离,包含,主要结构,2,施工,平行焊缝,8,施工
船体主要结构中的平行焊缝应保持一定的距离,制约,平行焊缝,8,施工,距离,18,属性
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",包含,船体,0,建筑,外板,2,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",包含,船体,0,建筑,甲板,5,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",包含,船体,0,建筑,内底板,8,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",包含,船体,0,建筑,舱壁板,12,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",制约,外板,2,施工,对接焊缝,26,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",制约,甲板,5,施工,对接焊缝,26,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",制约,内底板,8,施工,对接焊缝,26,施工
"船体外板、甲板、内底板及舱壁板等各自的拼接,均应采用对接焊缝",制约,舱壁板,12,施工,对接焊缝,26,施工
"船体板材的连接,特别是高负荷区域的板材一般不宜采用搭接焊缝",包含,船体,0,建筑,板材,2,施工
"船体板材的连接,特别是高负荷区域的板材一般不宜采用搭接焊缝",制约,板材,2,施工,搭接焊缝,25,施工
"船体结构中,凡承受高应力的焊缝,应尽量避免采用固定垫板连接",制约,焊缝,13,施工,固定垫板,23,施工
高强度钢角焊缝通常应为双面连续焊缝,包含,高强度钢角,0,施工,焊缝,5,施工
高强度钢角焊缝通常应为双面连续焊缝,制约,焊缝,5,施工,双面连续焊缝,11,施工
船体结构所用的焊接材料应符合CCS«材料与焊接规范»的规定,包含,船体结构,0,施工,焊接材料,7,施工
船体结构所用的焊接材料应符合CCS«材料与焊接规范»的规定,制约,焊接材料,7,施工,材料与焊接规范,18,成果
"当不同强度的母材被焊接连接时,除在结构不连续处或应力集中区域内应选用较高强度等级的焊接材料外,一般可选用与较低强度级别的母材相适应的焊接材料",制约,母材,60,施工,焊接材料,66,施工
"当焊接高强度钢或钢材碳当量大于0.41%时,建议采用低氢焊接材料",制约,高强度钢,3,施工,低氢焊接材料,26,施工
承受高拉伸应力或压缩载荷部位的板一般不采用搭接焊连接,定义,板,15,施工,高拉伸应力,2,进程
承受高拉伸应力或压缩载荷部位的板一般不采用搭接焊连接,定义,板,15,施工,压缩载荷部位,8,施工
承受高拉伸应力或压缩载荷部位的板一般不采用搭接焊连接,制约,板,15,施工,搭接焊,21,成果
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",包含,型材,8,施工,腹板,10,施工
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",制约,板材,1,施工,扁钢,30,施工
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",连接,扁钢,30,施工,腹板,37,施工
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",连接,扁钢,30,施工,板材,41,施工
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",制约,扁钢,46,施工,连续熔透焊缝,54,成果
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",制约,扁钢,46,施工,长孔塞焊,61,成果
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",制约,板材,49,施工,连续熔透焊缝,54,成果
"若板材与其内侧的型材腹板无法直接采用角焊缝进行连接时,可采用扁钢衬垫于构件腹板和外板材之间,扁钢与板材可采用连续熔透焊缝或长孔塞焊",制约,板材,49,施工,长孔塞焊,61,成果
"舵封板侧板与内部垂直或水平腹板无法直接采用角焊缝进行连接时,可在腹板和舵封板侧板之间衬一扁钢,扁钢与舵封板侧板可采用塞焊焊接",制约,舵封板侧板,0,施工,扁钢,44,施工
"舵封板侧板与内部垂直或水平腹板无法直接采用角焊缝进行连接时,可在腹板和舵封板侧板之间衬一扁钢,扁钢与舵封板侧板可采用塞焊焊接",连接,扁钢,44,施工,腹板,32,施工
"舵封板侧板与内部垂直或水平腹板无法直接采用角焊缝进行连接时,可在腹板和舵封板侧板之间衬一扁钢,扁钢与舵封板侧板可采用塞焊焊接",连接,扁钢,44,施工,舵封板侧板,35,施工
"舵封板侧板与内部垂直或水平腹板无法直接采用角焊缝进行连接时,可在腹板和舵封板侧板之间衬一扁钢,扁钢与舵封板侧板可采用塞焊焊接",制约,扁钢,47,施工,塞焊焊接,58,成果
"舵封板侧板与内部垂直或水平腹板无法直接采用角焊缝进行连接时,可在腹板和舵封板侧板之间衬一扁钢,扁钢与舵封板侧板可采用塞焊焊接",制约,舵封板侧板,50,施工,塞焊焊接,58,成果
"一般而言,塞焊孔的最小长度不小于75mm,最小宽度一般不小于舵封板侧板厚度的2倍,塞焊孔的端部应为圆形,两孔端间距不大于150mm,焊接系数为0.44,且符合1.4.4的焊脚尺寸要求",属性,塞焊孔,5,施工,宽度,23,属性
"一般而言,塞焊孔的最小长度不小于75mm,最小宽度一般不小于舵封板侧板厚度的2倍,塞焊孔的端部应为圆形,两孔端间距不大于150mm,焊接系数为0.44,且符合1.4.4的焊脚尺寸要求",制约,宽度,23,属性,舵封板侧板,30,施工
"一般而言,塞焊孔的最小长度不小于75mm,最小宽度一般不小于舵封板侧板厚度的2倍,塞焊孔的端部应为圆形,两孔端间距不大于150mm,焊接系数为0.44,且符合1.4.4的焊脚尺寸要求",属性,舵封板侧板,30,施工,厚度,35,属性
